Designator,Mid X,Mid Y,Rotation,Layer
_3,74,-23,0,top
_2,98.15,-15.8,0,top
,98.15,-45.15,0,top
J3,74.2325,-40.77,270,top
J4,74.2325,-31.77,270,top
U1,86,-51,0,top
